"시군구별","성별","연령별",2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
"성북구","계","5 - 9세",15373,14364,13447,12165,10833,9851,9250,8529,8050,7638,7480,7516,7790,8237,8728,9178,9586,9941,10241,10489,10694
"성북구","계","10 - 14세",16548,16073,15612,15313,14851,14117,13149,12373,11290,10164,9322,8781,8098,7662,7268,7127,7159,7414,7817,8261,8665
"성북구","계","15 - 19세",21193,19650,18475,17728,17888,17706,17284,16952,16801,16432,15715,14781,14018,12946,11781,10865,10233,9480,8993,8542,8355
"성북구","계","20-24세",38667,40724,40439,38085,34661,32059,30049,28999,28457,28775,28704,28342,28076,27997,27536,26625,25416,24310,22776,21099,19748
"성북구","계","25-29세",35986,36689,36857,37624,38250,38276,37723,36114,33785,31100,29642,28835,28498,28147,28588,28613,28376,28120,28018,27546,26617
"성북구","계","30-34세",29373,29820,30164,30259,30961,31004,31233,31402,31808,31829,31222,30176,28675,26949,25000,24200,23829,23650,23376,23865,23878
"성북구","계","35-39세",28973,27487,26635,26521,26329,27141,27936,28719,29165,29984,29927,29962,29787,29811,29481,28630,27447,26097,24618,22911,22313
"성북구","계","40-44세",31850,31841,31048,29408,27943,26334,25357,24838,25058,25110,26053,26874,27617,28034,28762,28587,28535,28242,28142,27707,26797
"성북구","계","45-49세",33458,31350,29866,29362,29540,29968,30050,29607,28324,27119,25699,24813,24319,24538,24591,25516,26304,27030,27440,28129,27909
"성북구","계","50-54세",36902,37605,36908,35843,33738,31864,30030,28900,28727,29150,29724,29892,29495,28250,27066,25687,24815,24337,24565,24627,25550
"성북구","계","55-59세",30774,30615,31954,32585,33804,34572,35153,34445,33527,31635,30035,28472,27545,27509,28010,28600,28777,28399,27206,26088,24783
"성북구","계","60-64세",31250,31085,30427,29619,28543,28630,28452,29691,30293,31430,32124,32634,31940,31128,29418,28040,26695,25931,25977,26517,27102
