시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
평택시,계,15 - 19세,24416,25891,26554,27416,28891,29480,29963,30393,31141,31232,30982,30137,29319,27805,26089,24772,23688,22642,21771,21196,20977
평택시,계,20-24세,33307,31676,30449,29156,28098,28301,29260,29549,30037,31202,31595,31883,32037,32556,32406,31862,30732,29704,28042,26226,24809
평택시,계,25-29세,46126,47445,47119,46946,45974,44488,42409,40880,38926,36997,36432,36714,36517,36682,37587,37838,37907,37786,38090,37631,36697
평택시,계,30-34세,47279,51241,53601,55409,57055,57286,57411,57054,56614,55515,53746,51168,49169,46588,44038,43010,43038,42674,42668,43479,43733
평택시,계,35-39세,47791,48119,48600,50020,51673,54105,57083,59648,61512,63170,63324,63085,62326,61618,60348,58313,55440,53194,50305,47453,46228
평택시,계,40-44세,52615,54923,55168,54808,53998,52796,52152,52756,54005,55491,57827,60613,62876,64478,65910,65844,65399,64449,63614,62270,60086
평택시,계,45-49세,48856,49135,49124,51100,53686,56841,58739,59260,58599,57363,55783,54679,54871,55812,57030,59167,61787,63857,65307,66599,66410
평택시,계,50-54세,51415,53342,53817,53958,53340,52673,52646,52721,54551,57033,60003,61629,61861,60798,59144,57232,55832,55780,56533,57594,59607
평택시,계,55-59세,43462,44318,47609,49286,51936,54201,56003,56617,56546,55683,54767,54420,54171,55775,58049,60750,62128,62152,60822,58930,56862
평택시,계,60-64세,38161,40679,41120,42683,42667,44092,44832,48096,49616,52090,54149,55709,56085,55803,54757,53686,53173,52771,54231,56321,58777
평택시,계,65-69세,24818,27089,29985,32297,35675,37522,39902,40376,41735,41562,42840,43408,46428,47765,50053,51911,53301,53549,53176,52083,50989
평택시,계,70-74세,16585,17281,18191,20093,22507,24209,26540,29431,31648,34863,36566,38742,39101,40281,39996,41140,41619,44452,45688,47850,49575
평택시,계,75-79세,12602,12930,13397,14217,14862,15571,16285,17299,19199,21525,23202,25418,28114,30202,33216,34764,36756,37048,38092,37798,38839
평택시,계,80-84세,9894,10357,10475,10636,10444,10829,11248,11778,12545,13118,13817,14494,15412,17147,19196,20715,22679,25050,26948,29650,30973
평택시,계,85-89세,5297,5598,5980,6304,6577,7006,7454,7593,7745,7625,7992,8388,8817,9433,9833,10423,10994,11721,13129,14688,15885
평택시,계,90-94세,1603,1745,1920,2161,2444,2744,2967,3210,3393,3556,3839,4116,4204,4289,4216,4475,4760,5027,5407,5604,5995
평택시,계,95세이상,389,408,474,522,569,627,707,791,890,1004,1124,1222,1332,1425,1515,1660,1793,1849,1896,1879,2036
동두천시,계,계,94556,91910,89823,88763,87991,87449,87174,87042,86978,86958,86962,87005,87075,87186,87299,87424,87519,87615,87704,87759,87779
동두천시,계,0 - 4세,2184,1835,1588,1508,1453,1417,1416,1434,1471,1520,1564,1606,1640,1669,1690,1709,1716,1710,1693,1670,1635
동두천시,계,5 - 9세,3507,3076,2678,2300,2027,1790,1661,1561,1513,1469,1441,1434,1448,1486,1539,1585,1628,1661,1690,1709,1728
동두천시,계,10 - 14세,4088,3885,3664,3456,3191,2988,2724,2500,2238,2042,1849,1746,1649,1591,1534,1499,1490,1504,1548,1604,1651
동두천시,계,15 - 19세,4359,4299,4183,3912,3852,3756,3622,3462,3335,3145,3003,2778,2584,2351,2170,1982,1882,1781,1713,1646,1608
동두천시,계,20-24세,5261,4831,4575,4491,4248,4148,4114,4047,3851,3887,3822,3730,3622,3555,3414,3303,3097,2927,2711,2524,2334
동두천시,계,25-29세,5827,5520,5172,5066,4985,4804,4546,4400,4292,4021,3941,3919,3876,3758,3855,3812,3764,3704,3682,3580,3488
동두천시,계,30-34세,5273,5124,5058,5093,5045,4962,4953,4860,4847,4782,4603,4358,4207,4045,3766,3715,3696,3663,3585,3698,3660
동두천시,계,35-39세,5396,4930,4626,4456,4437,4523,4616,4782,4885,4912,4890,4870,4756,4722,4628,4448,4213,4063,3873,3601,3561
동두천시,계,40-44세,6459,6293,6006,5616,5333,4955,4753,4617,4559,4605,4721,4841,5009,5109,5139,5116,5075,4956,4916,4808,4620
동두천시,계,45-49세,7284,6716,6293,6174,6086,6103,6113,6019,5756,5551,5225,5047,4920,4891,4956,5082,5221,5392,5487,5533,5519
동두천시,계,50-54세,8434,8363,8060,7804,7434,7084,6686,6418,6400,6412,6522,6585,6527,6281,6068,5739,5552,5421,5406,5484,5626
동두천시,계,55-59세,7870,7706,7971,8065,8208,8339,8465,8275,8082,7752,7430,7065,6826,6834,6891,7049,7143,7099,6850,6614,6270
